post_id,topic,topic_name,probability_score,label,text,engagement
97172237,21,Sports,0.9999,,One thing I appreciate about college football is how it takes the ever-present and all-pervading sense of dread that is constantly in my soul and finds an outlet I can focus on and pretend is the source of it.,24
122483891,21,Sports,0.9999,,"Everyone says it never would have happened but here’s what I would have done at UMass… I would have cut football in the early 2000s. Allocate all resources to basketball, hockey, lacrosse, soccer, and softball.

UMass could realistically win championships in all of those categories (except hoops)…",11
22121369,50,Politics,0.9999,,"The GOP isn’t passing bills to make Biden look bad.

They say it all the time.

They don’t care about their constituents.

They don’t care about our country.

They’re purposefully sabotaging progress out of cruelty & spite.

They are totally unAmerican.

Vote them all out.",40
101439478,6,Music,0.9999,,"Gonna listen to 90’s movie soundtracks all day to remind me of a time when the world was better for literally everyone. 

The fact that I was a child in the 90’s with a stable home and no responsibilities is purely coincidental I assume.",15
10091977,22,Climate/Energy,0.9999,,"Today I read Antonio Guterres' ""global boiling"" speech. It's really fantastic. 

I wish people had amplified his message of no new new coal, oil, or gas — and no more industry deception — rather than getting on his case for his literary stylings.",16
30010585,37,Video Games,0.9999,,"i don't think any industry undervalues experience and longevity as much as the games industry

even if you just want to look at it coldly and dispaassionately, i would be willing to bet that games would cost 15-20% less if there was more continuity within teams.",107
147310168,65,Mental Health,0.9999,,I think I should be allowed to become a terrorist that targets health insurance CEOs and the people that lobby for them because I want to lose weight/get in shape really bad but my time blindness and lack of focus from ADHD and lack of meds for it makes it fucking impossible.,11
40101221,6,Music,0.9999,,"If you ever see a band get on stage, where the lead singer is sitting down with a keyboard and the entire band is lit up by powerful beams of bisexual lighting, strap the fuck in because you're about to have the greatest night of your life, my god.

I will remember tonight until I die.",13
4205796,22,Climate/Energy,0.9999,,"Germany will have to suspend the debt brake for 2023 if this is going to work. Lindner's chief economist suggested just that in the FAZ today. 

But no more suspension in 2024. Which ... is the last year before the general election. Tough.",22
37454871,22,Climate/Energy,0.9999,,"Desantis: “Homeowners should ‘knock on wood’ and hope the state didn’t get hit by a storm.” Utah Governor Cox, 2021: “We need more rain and we need it now. That’s why I’m asking Utahns of all faiths to join me in a weekend of prayer.” We need proactive climate policy, not prayers and wishes!",19
12737713,22,Climate/Energy,0.9999,,"An astonishing 7 of Africa’s 30 deadliest weather-related disasters since 1900 occurred in the past 2 years. This could well be a harbinger of the future, as higher vulnerability and more extreme weather events from climate change cause an increase in deadly disasters.",11
41175145,22,Climate/Energy,0.9999,,"8 years ago I was speaking at COP21 in Paris about how local climatic changes will become clearer.

The extreme weather events of 2023 have clearly demonstrated how these long-term changes are now being experienced locally, and how they have been disastrous for the most vulnerable.",44
34579138,65,Mental Health,0.9999,,"My least favorite thing about adhd is my brain always tells me whatever I am working on is the ""wrong thing"". And that I need to work on ""something else"" but if I change tasks that task will *also* feel wrong so I just have to tune it out",70
119205381,3,Pets,0.9999,,"I think everyone should have dogs/cats as a kid because if they don’t they get pets as an adult and say shit like “oh my god my dog does the sweetest thing, she comes up to me and looks at me and wags her tail”",13
22308192,3,Pets,0.9999,,"worst night of the year for dogs is over. Sounded like we were between two major fireworks displays and a multitude of fkwits letting off bangers into the wee hours

Molly was shaking and out of her mind, wrapped like a doggie burrito in her thunder vest and blanket, and Milo a panting sweaty mess",53
99564039,6,Music,0.9999,,"my whole life, my dad has played guitar in a country music cover band and when me and my sister and cousin were kids he would bring us up on stage to do backing vocals and rhythm (tambourine/maracas) on margaritaville. this is deep cait lore that explains everything about me as an adult",68
127617894,50,Politics,0.9999,,"Basic biology Democrats covering for Biden need to understand: 
Covid will spread more as you expose more people to it and destroy protective measures, leading to more long term morbidity & mortality. 
Biden will not get any younger and his cognitive decline will only get worse.",13
5542732,22,Climate/Energy,0.9999,,"“Every house burnt to the ground, every town forced to evacuate, every ecosystem lost to a wildfire is a necessary consequence of a business model like Shell’s, which prioritises short-term cash grabs over the safety and survivability of our societies.”",61
2613142,3,Pets,0.9999,,"Anyone who uses KF, or runs harassment campaigns in general regardless of where they get their “evidence”, should be drummed out of our communities and shunned by all and sundry. 

I did not survive years of torture at school to see those dynamics replicated at scale in furry. I will not have it.",44
8836712,22,Climate/Energy,0.9999,,"Bad news from Italy for olive oil lovers: the harvest has been hit by bad weather, including hailstorms.

This comes on top of problems caused by drought here in Spain, which is by far the biggest olive oil producer in the world. 

Prices look set to rise further - to over 10€ per litre in shops.",15
2929648,50,Politics,0.9999,,"Any professional Democrat who says anything to a reporter about divergent perceptions of Biden/Trump ages that isn't ""Trump is a delusional and addled incompetent but you biased jackasses in the media are disproportionately obsessed with Biden"" is committing malpractice.",71
76126432,21,Sports,0.9999,,"How much longer can any educational institution justify having a football program? Can we undo this interweaving, or will we just live with the contradiction of schools and universities sponsoring a brain-damaging sport?",11
51659808,6,Music,0.9999,,My favorite thing about Sufjan Stevens’s Illinois album is that it has a lot of fanfare and flute trills so you can throw it on for the Fourth of July but it’s depressing enough that you can still be a bummer,11
21660974,50,Politics,0.9999,,none of you people have any fucking clue how political power is made manifest and how Biden has used every scrap of his political power to make further labor rights progress than has been achieved in this country in more than a hundred years,22
35249131,50,Politics,0.9999,,"Saw a video of the head of CAIR at the DC protest leading a chant for people not to vote for Biden in 2024 unless he calls for a ceasefire. Personally, given the stakes vs. Trump, I’m not sure that’s good strategically or tactically. But it’s very notable and Dems *should* be worried.",16
26989285,50,Politics,0.9999,,I’m not sure how you can say this when Biden presided over the GOP stripping constitutional rights from a majority of Americans and reacted primarily by seeing political benefit. It is unequivocally the biggest stripping of recognized constitutional rights from individuals during my lifetime.,33
70130304,6,Music,0.9999,,"#AlphabetChallenge #WeekG Guitars an Gigs  Nothing gives me more pleasure than seeing live music gigs - the best ones are the small ones when an artist has travelled half way across the globe to perform his art for you and that space becomes a place of communion,  transcendence and deeply shared joy",18
242959,50,Politics,0.9999,,"If Joe Biden wants to take our lead water pipes, he’s going to have to pry them from our muscle fatigued hands once we’ve reached such a state of mental confusion that we don’t really understand what’s happening!",2257
16356645,50,Politics,0.9999,,"The chief strategist of the Hillary Clinton campaign writes in the Times that Biden should campaign on:
-bipartisanship 
-middle-class economic issues 

…all while avoiding attacking Donald Trump. Insane. Consultant boilerplate, interchangeable with any campaign, and no attempt to deal with Trump.",63
10748584,22,Climate/Energy,0.9999,,"A landmark ruling! 

A judge in Montana has ruled that young people in the state have a constitutional right to a healthful environment. 

The right to a clean, healthy, and sustainable environment is a universal human right.",26
578295,22,Climate/Energy,0.9999,,"Before last year, the global average sea surface temperature had never exceeded 21 degrees C, per this visualization of 40+ years of NOAA data. So far we are spending basically all of 2024 above that mark.",75
117530035,65,Mental Health,0.9999,,"being reminded that having ADHD means that all otherwise-inanimate objects around you acquire a fierce, spiteful, suicidal intelligence, desiring desperately to hurl themselves at the floor at high speed in order to destroy themselves as irrevocably as possible. the more valuable, the smarter.",10
5597669,6,Music,0.9999,,"Everybody’s free (to wear sunscreen) by Baz Luhrmann still slaps but this is maybe the most true line in the whole song:

“Be nice to your siblings; they are your best link to your past and the
People most likely to stick with you in the future”",24
40327850,37,Video Games,0.9999,,"The incredible speed of which the middle ground in games is disappearing is so disheartening. 

The rapid loss of AA to III continues to expand this gap where no one will take risks unless the project is work millions and millions or less than 300k. 

It’s scary. It’s happening in TV too.",23
129994,50,Politics,0.9999,,"Pro tip for those trying to fearmonger us into voting for Biden: The threat that things will be worse under Trump doesn't mean much when everything is guaranteed to get worse, no matter who is in power. We're already experiencing the future you've threatened us with.",42
62601154,65,Mental Health,0.9999,,"Two worst parts of ADHD for me personally:

-rejection sensitivity dysphoria

-the perpetual feeling of truancy, even when there is legitimately nothing for me to do and nowhere to go, no responsibilities unfinished or obligations missed, even with every box on the to do list checked",20
29341808,3,Pets,0.9999,,"You know what’s cheaper than therapy? A little cat stretching her paw out to touch you. 

You know what’s more mentally damaging than years of trauma? The same cat not wanting to sleep in your lap. 

So really it evens out.",41
50161603,22,Climate/Energy,0.9999,,"Watching my province burn from afar is almost as scary as it was to live through some of the worst fires of the 2000s. My aunt and my cousins are watching my birth town burn, sleepless nights as they wait for an evacuation order. My parents are on high alert. 

This is what climate change is doing.",16
34823285,3,Pets,0.9999,,"""Vets should limit the use of flea treatments containing pesticides on dogs and cats ... after a study revealed the vast amount of toxic substances in them that end up in rivers.""

""Pet owners risk contaminating their hands with neurotoxins for at least 28 days after application"" 

🌍🧪",17
142462791,3,Pets,0.9999,,"Today was a rough day.

I woke up with a headache, Danny became half paralyzed, we took him to the vet and got medication and orders to keep him resting for 6 weeks, and then never let him use stairs or jump on furniture ever again if he recovers the use of his legs. I've cried a lot today.",12
194002609,37,Video Games,0.9999,,"Games like Civilization and Sim City are unrealistic because the citizens will riot if you have more than one church per city. 
Meanwhile, in the real world, they're the only thing more prolific than Starbucks.",14
4082592,65,Mental Health,0.9999,,"ADHD is thinking about all the things you have to do, getting stressed about all the things, worrying about the consequences of not doing the things, but still feeling stuck and unable to do any of the things.",144
41863229,37,Video Games,0.9999,,Games themselves are going to suffer in ways that devs understand but will go mostly unnoticed by everyone else for a while. The amount of talent and mentoring we are losing that may never come back is so disheartening.,45
377412,50,Politics,0.9999,,"vote for what? A vote for Biden is a vote for genocide, a vote for Trump is a vote for domestic ethnic cleansing. 

Neither scenario is moral. Neither scenario does anything that makes the world better. But it does allow for the privileged to avoid looking at people in the meat grinder I guess.",14
188658341,50,Politics,0.9999,,"I’m also stunned by how many people thought voting for Biden meant that suddenly everything would be fixed and it would be like trump never happened.

No.

Electing Biden put out the biggest fires. And it started the process of catching the arsonists. But there are LOTS of arsonists still out there.",19
34640088,6,Music,0.9999,,"Being serenaded is the most awkward, horrible thing that can happen to a person, and I don't know how to explain it but its a little more ok with a piano and not a guitar.

Like, play me Billy Joel and you can get away with it",41
58751789,22,Climate/Energy,0.9999,,"The wild thing about Chevron v NRDC is that the Court ruled against the environmental plaintiffs in that case, but the principle of agency deference they established is now essential to modern environmental regulation",11
32668335,65,Mental Health,0.9999,,"i think the best thing for people with adhd and anxiety is for you to make them do a bunch of things at the last minute, shake up the routines they carefully built, make them call you incessantly in order to deal with the changes you make in their paperwork, not show up for appointments, etc",40
162014765,37,Video Games,0.9999,,The reason Gamergate worked in 2015 was because the space was full of edgy reflexively conservative but unpoliticized boys who wanted more community and sociality not because doing a moral panic about video games is an effective organizing tactic,12
39721545,37,Video Games,0.9999,,"Good game design is often just as much about knowing what you don't know than it is about knowing everything you possibly can know

The hardest skill is being aware of your limitations and knowing when to ask for help and how to find the answers you need.",27
24051437,50,Politics,0.9999,,What's lost in the discussion of Hur's examination of Biden's mental capacity is that I have never ever in my entire career seen any prosecutor even CONSIDER the possibility of whether reasonable doubt existed or my client could appear to be a well meaning elderly person. EVER.,53
112615839,50,Politics,0.9999,,"“Trump would be worse,” is an insulting democratic election strategy. It erases the horror of this moment, especially for those who have lost loved ones.

Let people grieve. Shaming them for not wanting to vote for Biden right now will not get them to vote for him next year.",10
34652086,15,Books,0.9999,,"« Wuthering Heights »  is Emily Brontë's only novel. The author is at once a realist painter, a Gothic novelist and a poet of the supernatural, in a work that has become a masterpiece of British literature and a sublime love story.",14
33622118,22,Climate/Energy,0.9999,,"In 2022 the world spent $7 trillion in fossil fuel subsidies according to the IMF.

That is 7.1% of GDP.

The IMF finds ""substantial and pervasive underpricing of fossil fuels across countries"".

This is flying in the face of global efforts to limit global warming.",20
58254740,65,Mental Health,0.9999,,"it is so embarrassing that I've known for years that I have adhd and that adderall largely fixes my disordered relationship with time, but my disorder is so profound that I've never been able to figure out how to get a diagnosis or a script",10
13478935,21,Sports,0.9999,,"ben davies on the mindset ange has encouraged and where we’re at right now.

""it’s no time for panic…we are all determined, knowing the manager has got our back, that we can bounce back. and we're going to go at it playing our way of football.""",12
18784819,21,Sports,0.9999,,"Bluesky CFB season preview take: 

The most fireable coach in the country heading into 2023 might be ... at Georgia State? The Sun Belt has had a million ascendant teams at various points the last 5 years, and Shawn Elliott's GaSt has never been one. Barely signing Atlanta players. Seems bad.",19
146610301,37,Video Games,0.9999,,"Thinking back on 15 years in #videogames, it’s startling how many interactions to “get things done” was just me telling the other party what they wanted to hear, and then doing what had to be done anyway.

Somewhere on the upwards of 75% of all meetings were pointless friction.",13
49474431,37,Video Games,0.9999,,"It’s hard not to spiral into fear. With my husband and I both tethered to game dev, in AAA, in a very high cost of living area where we depend on every paycheck, with two young kids…how do we have faith in our career at this point? Utterly terrifying.",54
12736048,22,Climate/Energy,0.9999,,"Global insured losses from natural catastrophes have now topped $100 billion in 2023. This marks the sixth time in seven years this threshold has been crossed.

The trend is driven by:
- More damaging events
- Higher replacement costs
- Inflation
- Growing insurance penetration",20
47078878,21,Sports,0.9999,,"It is Football Ferns vs Switzerland and the biggest game of women's football ever to occur in Aotearoa New Zealand, played in Dunedin - the site of the first ever international football match played in the country. It's Sunday, and I am terrified.",11
23242054,15,Books,0.9999,,mourning finishing reading the summer book. it so affectionately renders natural and emotional worlds. the characters being too young or old to work allows them to freely meditate on even the smallest features of their surroundings and grant them the magnitude and dignity they deserve,12
46309652,6,Music,0.9999,,"I love Sisters of Mercy, they're without question one of the bands I've listened to most in my life.

They're also the worst band I've ever seen live. But it was about 20 years ago, so tonight I'm off to give them a second chance. Fingers crossed!",17
82743756,22,Climate/Energy,0.9999,,"""The 3-30-300 rule states that people should be able to see 3 trees from their window, there should be 30 per cent tree cover in every neighbourhood and people should only be 300m or less from their nearest park.""",24
141016066,37,Video Games,0.9999,,"an emotional need that games often serve well more out of inevitability than intent is the emotional need to categorize things. Because of the way games are made, naturally they break into parts and slices with discernible commonalities, and I think that informs the total audience for games as well.",12
56456197,21,Sports,0.9999,,"Whenever I'm cheering from the sidelines on a Sunday morning, I can't help but wonder about how the rise of kids' competitive sports culture has contributed to the decline of religiosity in the United States.",19
90801778,65,Mental Health,0.9999,,"the most wretched part of having a brain like this (neurodivergent adhd) is that telling myself ""you have to do this task you have to do it its been days you need to do it"" doesn't work 

but making up a little song and dance and singing to myself ""we are. pokemong go-ing. to do the dishes!!"" works.",15
2048046,50,Politics,0.9999,,If these people care about us not living under fascism so much they need us to endorse Biden right at this very second because he’s the only hope what are they doing about the fascism Biden not only allowed to creep in under his watch but actively facilitates?,89
80124137,37,Video Games,0.9999,,"folks, i'm all about play. play is so crucial to our shared humanity. that's why i play with fire hydrants. this is why i play by jumping down open wells. that's why i play by rolling around shirtless in a pile of rusty nails while moaning. this is how i demonstrate the importance of play.",16
217617219,37,Video Games,0.9999,,"one of the saddest things about being around video games is, unlike film or music, there aren't many radical heroes you can look back to. almost all the figures who made stuff i grew up with are libertarian guys who believed in the magic of the market and that people like Elon Musk would save us.",12
30454715,65,Mental Health,0.9999,,"We really need to talk about how ADHD is likely epigenetic and flipped on by trauma, and how there has been a massive increase in diagnoses during an otherwise unrelated global pandemic the people in power all keep acting like was no big deal",15
38022411,65,Mental Health,0.9999,,my adhd always gets exacerbated really badly by lack of sleep which generally makes me super fidgety so it's kinda hilarious that everyone in the court room is sitting without moving meanwhile i'm shifting postions basically every 30 seconds,67
7796315,3,Pets,0.9999,,"I'll be real with you: I absolutely loathe the lengths that some furry communities will go to in order to keep things ""drama-free"".

Sure, it may start with good intentions, but in the end, you suppress people's humanity, excuse grave wrongdoings, and let people fall through the cracks, all for...",123
42615882,50,Politics,0.9999,,everyone says you have to vote biden because trump represents an existential threat to society but no one asks why the fuck you dumb bastards are running genocide joe against an existential threat to society,71
14004779,65,Mental Health,0.9999,,"Boy oh boy, nothing triggers #ADHD decision paralysis like having to pack up/ship/donate/sell/throw away the vast majority of 13 years of accumulated possessions and move cross-country in a few weeks.",19
2787517,22,Climate/Energy,0.9999,,"Deforestation in the Brazilian Amazon fell 22% in 2023 🌎

The nation's newly released data is seen as a sign that President Lula’s efforts to curb deforestation is having an effect, after a period of rising forest loss under Jair Bolsonaro",28
103813406,22,Climate/Energy,0.9999,,"Climate denialists always call investment in clean energy a ""cost"" or ""waste of money"". Doing nothing costs billions. 2023 was the warmest year on record; we also set a record for billion-dollar climate disasters.",12
114917176,37,Video Games,0.9999,,"I am a complete absolutist in terms of video game preservation, to an extreme end. 

I think *every* game has value and is worth preserving. Everything. The smallest itchio or Flash game had an impact on at least one person in some small way.",36
34982789,22,Climate/Energy,0.9999,,"Every year, gas flaring costs Nigeria $450M in unpaid fines and energy that could've powered a country with 40% of residents lacking access to electricity twice over. 

Despite all this and the ecological devastation caused, some of the worst offenders are insulated from the consequences 🧪 🧵",20
1697111,22,Climate/Energy,0.9999,,"While the oil sands use the vast majority of water in the industry, water used in fracking can never be returned to the environment. Fracking water usage increased 252% between 2013 and 2022. #cdnnews",30
25098146,37,Video Games,0.9999,,"The whole Yellow Paint discourse is stupid. People are saying ""These days gamers need a sign to tell them where to go.""
Dude I'm old enough to tell you we needed that back in the day too. When I was a kid everything in the background was blurry and you would move to the one thing in focus.",37
128352030,37,Video Games,0.9999,,"Game devs deserve more spotlight than celebrities at the Game Awards. Do you agree?

For me, yes. Because they deserve more time to talk about more important things in the industry. Ad space shouldn’t take away the time they need.",26
28264886,37,Video Games,0.9999,,"he AAA video game industry is not sustainable if they're going to lay off a lot of their employees and including their most valuable ones because they want to save enough money

Worst case scenario is replacing everyone with AI and it's really scary

We need serious changes and we need them now",15
52320756,15,Books,0.9999,,"Fracassi’s Boys overcomes any need for grey-area musing with rapid-fire set-pieces and a willingness to escalate the horror. It’s appropriate this book is coming out in July, because this is one that deserves to take over at least one warm summer night.

gnofhorror.com/boys-in-the-...",21
98783102,50,Politics,0.9999,,The right wing ideologues on the Supreme Court are thumbing their noses at the nation and dragging us back to the 18th century and they’ll be able to keep doing it for the next 50 years but Biden won’t even consider trying to expand the court because that would “politicize” it.,10
60179571,22,Climate/Energy,0.9999,,"Internationally known environmentalist Bill McKibben says he can't claim a church office any higher than Sunday school teacher, but he still knows scripture. And to his reading, the Bible compels The United Methodist Church to give up its investments in fossil fuels. 

um-insight.net/in-the-world...",29
7104739,15,Books,0.9999,,"Today's book recommendation is Patrick Modiano's DORA BRUDER, a book about being haunted, and how an experience of haunting leads to obsession. It is about the doomed effort to salvage the pieces of a human life from the genocidal wreckage of history. Above all else, it is a book about loss.",16
166073676,50,Politics,0.9999,,"Here’s the thing about John Kelly. If he really believes everything he says matters, he endorses Biden in 2024. He tells everyone he knows to vote for him and he tells the people in the Pentagon to hold the line and refuse an illegal order come hell or high water. That’s all that matters.",11
115669717,21,Sports,0.9999,,"I know it’s sentimental but I am having a strong reaction about the fact that the people killed by a terrorist in my city this evening were football fans. Sport should be the joyful safe space, not the dangerous one.",11
32053169,65,Mental Health,0.9999,,"If I were a neuroscientist I would study how the following truths can exist simultaneously in ADHD reality:

A) Break things down into smaller steps so that we can accomplish them.
B) Too many steps and you lose us. 

They're both 100% true but at specific times. I have not discovered the pattern.",31
42903991,65,Mental Health,0.9999,,"Am I concerned about finding the biological root of ADHD? Sure, but I am more concerned with helping ADHD folks live their best lives, focus on what they want to focus on, succeed at what they'd like to succeed at, and experience as little ableism and negative side effects of ADHD as is possible.",13
7339743,65,Mental Health,0.9999,,"The darkest part of the ADHD tendency toward overly ambitious goals is that we don't even realize when we're doing it.

Our intense excitement makes us feel like we can do anything and we'll always be this excited... and THAT sets us up to feel real bad when reality comes knockin'",43
100006436,65,Mental Health,0.9999,,"ADHD'ers, can we please stop assuming that we're ever going to stop impulsivity with willpower alone?

The truck's already lost it's breaks, stomping on them harder isn't going to do anything. The key has got to be prevention, and adding friction to slow our roll",14
28725095,65,Mental Health,0.9999,,"Long-term, self-motivated projects requiring consistent work are one of an ADHD'ers kryptonites.

They turn our natural coping strategies against us. Turning our reliance on urgency into pile of stress and anxiety, and turning our associative thinking into a labyrinth of dead-end tangents",15
78312044,37,Video Games,0.9999,,"Creative industries are ruled by ""smart"" and ""shrewd"" moves rather than ""good"" and ""interesting"" moves. Stinks big time but I'm not sure what changes other than pockets refusing to conform to Fortnite/MCU brain.",14
40501119,21,Sports,0.9999,,"When did footballers get so religious? You can’t watch a game now without seeing them entering and exiting the pitch making some sign to God. Decades ago, the closest you’d get to that was seeing Franny Lee pretending he was being murdered on the end of a cross.",14
33065042,50,Politics,0.9999,,"It is an impressive feat of propaganda to portray Joe Biden as a moderate or really anything but what he actually is, which is a right wing lunatic, who’s demonstrating clear signs of serious cognitive decline.",26
123454146,65,Mental Health,0.9999,,"thinking on how my mental health has been vastly improved by actively allowing myself harmless little ways to chase dopamine hits anytime 

dx’d with ADHD late in life, wish somebody had told me half this shit at 12",12
9717817,22,Climate/Energy,0.9999,,"A convergence of three factors has reportedly left parts of Brazil’s Amazon River at their lowest levels in 120 years, with unrecognizable before-and-after aerial photos of the waterway serving as a wake-up call.",24
24423743,50,Politics,0.9999,,"Voting the lesser evil is only good in the extreme short term. 
If we keep doing this it'll just incentivize candidates to be worse. Biden shouldn't even be running, and should be backing someone competent now, as was the plan before. He took an inch and is going mile because of this ideology.",10
14781077,21,Sports,0.9999,,"The most idiotic policy in major league baseball is the New York Yankees' no facial hair rule as some moralistic or purity clause for its players, especially in the year of our ""George Steinbrenner's been dead for 13 years"" 2023",38
36165912,37,Video Games,0.9999,,"In 2014 the leadership at Nintendo demonstrated how to properly run a video game company. This move saved the jobs of the staff they worked with that would have otherwise been fired.

Nintendo is where they are now as the leaders of the game industry for a reason.",27
43721653,22,Climate/Energy,0.9999,,"If I was a govt/org, I would be planning for 3 degree global warming. Not saying I want that situation or that we shouldn’t expect and demand better from govt and companies, but I consider that to be the most likely outcome at this stage of things",11
135429605,21,Sports,0.9999,,"not sure messi should be getting the Ballon d'Or but absolutely anything that makes him look better than ronaldo I will happily accept. annoying the worst fan group in the world is always good, actually",12
9873695,50,Politics,0.9999,,"Trump-Biden II isn’t the election most Americans want, but it’s the one we need, the one we deserve.
Because 2024 is effectively an up-or-down referendum on Constitutional democracy. Trump embodies nay, Biden embodies yea.
I agree with Carlos Lozada.",37
113087589,21,Sports,0.9998,,"South Carolina and Florida are two teams that despite their middling records never gave up, showed effort for 60 minutes in all their games, and there's a lot of promise for the future if they recognize their coaches can inspire that kind of effort",27
105699230,50,Politics,0.9998,,Biden better hope undersexed suburban PTA moms can break long enough from drinking white claws in the school parking lot to go vote for him because at the rate young voters are checking out they’re the only legs of the big tent left willing to drag his decomposing corpse over the finish line,10
51916957,6,Music,0.9998,,"the 80s were the best fucking thing that ever happened to the world. It gave us Gen X, music, and taught men that they could do their hair. it gave us MTV. it was a gift to the world and the world still does not deserve it.",15
139229939,15,Books,0.9998,,"Piranesi was powerful enough to haunt me with dreams of stone halls, with sea and statues and mysterious messages, their chalk half-wiped away. 

Immediately one of my favourite books ever. I can still hear and feel it.",20
5002863,50,Politics,0.9998,,"to me, the biggest bellwether wasn't fetterman. sure, he campaigned off of progressivism, and bathed in money, and then got more AIPAC money, all the sudden hes able to fuckin talk correctly now. its gotta be cornell west. that one was instructive",12
14015497,3,Pets,0.9998,,"Recalling the time I had a panic attack on the floor of my parent’s living room and their lovely little jack russell faggot boy Toby went and dragged his blanket all the way through the house to gently drape it on top of my head, because when he gets sad the love language is wrapping him in blankets",62
27267699,15,Books,0.9998,,"I've been reading a lot more more lately and it's been nice. Here's what I read in July:

-The Woman Lit By Fireflies (Jim Harrison)
-Cloud-Hidden, Whereabouts Unknown (Alan Watts)
-Excession (Iain Banks)
-Capitalist Realism (Mark Fisher)
-Duino Elegies and the Sonnets to Orpheus (Rilke)",59
17548415,65,Mental Health,0.9998,,I'm continuing to help people realize that ADHD/ADD is completely a thing they should look into by just talking about it a lot. Feels like so many people are struggling silently because they just don't understand what's going on.,11
8793073,21,Sports,0.9998,,"Do you think when there’s a big tackle in a football game and a giant pile of players all fall on top of each other the guy at the bottom of the pile feels safe, maybe for the first and only time in his life",98
10516556,65,Mental Health,0.9998,,"telling a therapist that drawing constantly to the point of forgetting basic needs is what i do to stimulate my unmedicated adhd brain but then i just show them my hundreds of sketches of xiaoven making out, the fruits of my labors at 3am in the morning",20
5215606,3,Pets,0.9998,,"They say that for each person in the sleepless city there is a rat, waiting for the day when judgement finally comes—for there can be no trial without an advocate, and who better to serve than one of those curious little scavengers?",17
5493659,50,Politics,0.9998,,"The Biden DOJ is seeking the death penalty for the Buffalo supermarket shooter. 

While I have no sympathy for the defendant, there is no good moral or practical case for capital punishment. Re-up: blog.freopp.org/a-freopp-boo...",20
6183649,6,Music,0.9998,,"i wrote about Olivia Rodrigo, prodigies, and the trap of being great for your age when you'd just like to be good. 

my favorite lyric from Teenage Dream: ""They all say that it gets better/It gets better, but what if I don’t?”",223
27984848,50,Politics,0.9998,,"listen up kiddo, i know you like joe biden, but trump is a FASCIST and if we want to beat trump, we’ve gotta vote like mature adults and pick the better of two evils. that means (even if you don’t like it) primary biden, and go with a more realistic candidate",37
96616091,3,Pets,0.9998,,"I love my dog more than any person. when she stares into my eyes her face goes soft, her whole body brightens when I say WALK, she trots down the hallway wagging her tail because I laugh at her. my heart feels like it's going to melt into pieces. I want to be with her forever & can't. it's brutal",24
172883658,6,Music,0.9998,,"Feeling insanely nostalgic for the year 2002 today.

It was also when I was 13 starting high school and my sister was 18 starting college. It was such a huge year for us! 

I want a spotify list of all the 2002 songs and have a 2002 movie marathon 😂",13
22309618,6,Music,0.9998,,"Knebworth 1996. Only pop festival I ever attended. It was horrible. Scorching weather but they confiscated my water. Could barely see a screen, let alone Oasis. Crowds, ugh. (I feel proud & protective of younger me managing to look quite glamorous even with psoriasis.)",11
191766274,21,Sports,0.9998,,I am a strident opponent of English football's 3pm blackout. It's a cartel move that has done an incredible PR job of selling itself as charity. But some days I look at the games and think we've got the better deal not watching them.,15
90826479,15,Books,0.9998,,"ok i finished @@64002’s the saint of bright doors and it’s one of those rare books that the best kind of recommendation i can give is… just that you must read it. for me to talk about how it made me feel would rob you of something special. an incredible read, and on so many levels.",20
5492132,37,Video Games,0.9998,,"Gamedev needs unions. 

Not just for QA, localization, and community. For all of us, whether you code, make art, produce, animate or build servers. Only unions can truly change the industry’s bad treatment of its workers, from crunch and Bro culture, to unceremonious layoffs during record profits.",46
6793610,37,Video Games,0.9998,,"Seeing Hasbro is laying off 20% of its workforce is awful, especially around the holidays. You have to wonder if doubling down on expensive collector focused toys with lower quantities instead of marketing to a wider audience including kids was the right strategy.",11
34792546,21,Sports,0.9998,,"The high school football coach who went all the way to the Supreme Court for his right to pray on the field after games quit his job after just one game back. This is prayer as political stunt, as culture war leverage. This is prayer as a middle finger. tylerhuckabee.substack.com/p/touchdown-...",43
8400223,6,Music,0.9998,,"Members of Presevation Hall, French Quarter, New Orleans, performs quality 1920s vintage jazz. Invigorating performances captivate audience spirit in form of hand clapping, body swaying, and lyrical response. Preservation Hall embellishes rebirth of traditional jazz. My memory.

Art: Guido Borelli",31
44610664,6,Music,0.9998,,"About half of my job is not exactly thinky, more very complex data entry, so today I have decided the non-thinky part is the best time to listen to the complete (good) works of people. Today: Emmylou Harris' 70s albums in sequence",12
22766542,65,Mental Health,0.9998,,the worst thing about DID is that i have like little to no life skills because my parents taught me like nothing and I can't develop new ones because it won't stick because of the amnesia WHICH IS ACTIVELY GETTING WORSE. ugh. i hate this.,14
29950585,37,Video Games,0.9998,,"Working in the game industry right now feels like when I was working while a gigantic wildfire was just over the ridge, consuming and destroying, polluting the air with ash and tainting the night with its orange glow.

And I just had to keep on going, like it was all normal.",17
79539791,15,Books,0.9998,,"The Saint of Bright Doors reads like a novel-length short story in the best way possible: full of fresh ideas, fast-moving, with an evident care applied to each and every sentence. Remarkable and highly-recommended.",11
5717478,37,Video Games,0.9998,,"Watching the games industry go up in flames is giving me nightmares. My own job search was short and relatively painless, but I've mentored so many people through their recent layoffs and job hunts that I have second-hand anxiety 😬",49
