post_id,topic,topic_name,probability_score,label,text,engagement
58142396,39,Movies & Film,0,0,"Brainscan (1994)

An oddball, very 90s horror movie in which a lonely teenager comes under the power of an evil video game

Starring Edward Furlong and Frank Langella

Directed by John Flynn, BOTD in 1932",9
54939582,20,Birds & Nature,0,1,"In May 2022 4 Glossy Ibis arrived on the Hampshire coast. They were mobile at first eventually preferring floods along the River Meon. In March, right image, they were still in winter plumage but by April they’d attained full summer. They moved on in summer but are back again now. #birds 🪶#ukbirding",9
39489623,83,Economy & Jobs,0,0,"Pre-COVID, there was a ton of debate about secular stagnation—were employment, productivity, economic growth, and thus interest rates just going to stay low forever?

In retrospect, it looks more like those were just the effects of the '08 recession that we've now broken out of",19
6557727,12,Climate & Energy,0,0,"Out Today - A Progressive Take on Permitting Reform Dustin Mulvaney & I argue that we don't need to cut red tape to accelerate renewables. We need: 
- way more coordination and planning 
- enhanced community participation + consent 
- a mandated transition

rooseveltinstitute.org/publications...",27
6943803,48,Video Games,0,0,"Do you want me guesting in your actual play or audio drama?

Yes. Yes you do.

I’m the kind of player that makes my introduction into the world feel completely seamless, the kind of player that works with you to make your world bigger, the kind who celebrates your other players too.

Just saying. 😉",41
60811513,50,Poetry & Literature,0,0,"no one else could have written it quite this way: abstract, detached from humanity, mired in a sensual grotesque. more than a touch of Francis Bacon in its imagery.

(Leiris, from Brisées - tr Lydia Davis)",14
52950463,39,Movies & Film,0,0,"Die sieben Männer der Sumuru AKA The Girl from Rio AKA Rio 70 (1969) dir. Jesús Franco.

[Jess on phone with producers] ""Ima need more money for the costume budget. I've got a guy who works with see through fabrics, and I'm determined to use them all...""",15
12922856,31,Academia & Research,0,0,"Hiring a USDA Research Associate to work on metagenomic assemblies derived from wild fly microbiomes. Exp. with bioinf, genomics, and microbio required. 2-year GS-11/GS-12 appt. Fed salary (~$69K–$107K) and benefits (health, life, retirement, pension). Restricted to US citizens.",11
8872095,20,Birds & Nature,0,0,"So today I took a bird walk to a new place, Fairview Park, because @@178921 said some White Tailed Kites live there.  White-Tailed Kites are a bird that was abundant in my childhood memories.

I walked down a hill, didn't see the Kites yet, but saw some Common Gallinule! #birds",7
1601351,12,Climate & Energy,0,1,"Forests with multiple tree species are 70% more effective as carbon sinks than monoculture forests.

To slow the effects of climate change, conserve biodiversity, and meet the sustainable development goals, restoring forests is vital. Restored forests store carbon within the forest's soil & trees.",280
3818221,31,Academia & Research,0,0,"Seems like a good place to publicize that I am recruiting PhD students interested in motor development (typical or atypical) or pediatric rehabilitation for 2024. Please spread the word, applications are due in Nov! More info: pt.usc.edu/programs/phd... #DevSci #DevPsy #BiomechSky",16
161627456,52,Fitness & Gym,0,0,Been able to OHP 225 pounds for one rep max consistently over the past few weeks which has felt good! Went for two today but didn’t quite get there. 😅 Someday I’ll do more though. I love living my life and loving men! 🐗💪😘🏋️🔥,11
3967663,11,Books & Reading,0,0,"If you enjoy my posts, you might enjoy my newest novel THE MERRY DREDGERS. I can't afford advertising, so any signal boosts would be a colossal help. I put my heart and soul and spleen into this tale.",12
31797659,42,Autism & Communication,0,1,being autistic is a lot like being a Stand user. the things that make you autistic are almost nothing like any other autistic person’s things and yet everyone can instantly spot all of you in a crowd because why the fuck did you dress like that,38
7778515,38,Film Photography,0,0,"I've been scanning some old 35mm photos from the NIN 2000 Fragility tour I considered blurry throwaways at the time. Seeing them now, there are some real gems of analog motion & texture that I really love.

A reminder to save all your mistakes/bad ideas/etc, you might see them differently later.",200
55869874,33,Gardening & Plants,0,0,"今朝のベランダ/ this morning on the balcony

1. The Nun のつぼみ/ bud of rose The Nun

2. サルビア・ディスコロール(ディスカラーセージ)の花穂/ flower stem of salvia discore(discolour sage)

3. アフリカンブルーバジルの花が咲き始めた/ african blue basil has started blooming 🌱

@@50527",12
24825922,38,Film Photography,0,0,"stumbled across a vintage digicam on flickr whose output i really love 

what is it? 

* Digital Camera
* fixed f8.4 
* images have description “EXIF JPEG 2.1” 
* file names start PHTO0 

haven’t figured it out yet… a mystery!! 

RESEARCH MODE ACTIVATE

#ShittyCameraChallenge",25
72068100,39,Movies & Film,0,0,"Obscure film reco:
The Quiet Earth is a 1985 New Zealand post-apocalyptic science fiction film directed by Geoff Murphy and starring Bruno Lawrence, Alison Routledge and Peter Smith as three survivors of a cataclysmic disaster. @@489583",11
14969435,51,Ancient History,0,0,"This beautiful Roman broach centres a carved sard gemstone in an intricate gold setting. The gem shows Venus in her finery whilst Eros dances/cavorts on a plinth. One wonders if it was a love token. Me, I love the rich burgundy colour of that gem

🕰️ C1st-3rd CE
🏛️&📷 BM
🏺 AncientBlueSky",18
91766850,73,Writing & Authors,0,0,"have started writing a New Thing, and it seems to be going well. not sure at what point i'll know for sure that i'll be able to finish it, but i'm a little over 9k words in, which is a solid start. feels good to be working on something again.",14
31552936,31,Academia & Research,0,0,"🚨UPDATE!🚨
We have extended the deadline for our search for a new Biochemist here at UNCW! We've got awesome students and facilities where you get to research with undergrads, masters, and now PhD students! #facultychemjobs  chemsky @@37916  jobs.uncw.edu/postings/30176",10
58156318,39,Movies & Film,0,0,"Office Killer (1997)

A neglected satirical horror movie about an underappreciated copy editor who goes on a killing spree.

Starring Carol Kane in a tremendous performance

Directed by Cindy Sherman, BOTD in 1954",11
27043152,33,Gardening & Plants,0,0,"🌱 Some of the strangest blossoms I've ever grown are those of the American groundnut, Apios americana. I've been using the climber as a privacy screen for my balcony but never harvested the bulbs (they're even more difficult to dig up and clean than those of Jerusalem artichokes so I didn't bother).",14
46833238,39,Movies & Film,0,0,"🚂 Maine Océan (1986)

📽️ Jacques Rozier 
🎭 Luis Rego, Yves Alfonso, Lydia Feld
💬 On a train bound for the seaside, colourful passengers from all over the world meet, argue, and befriend each other in joyful chaos…

#filmsky #frenchcinema",8
10502144,31,Academia & Research,0,0,"I've been away from social media for a few months, but I wanted to pop back on to share this call. The CASBS Diversity Institute for ECRs who study diversity science is accepting new applications. Deadline is 1/8/24. Please share widely or apply! casbs.stanford.edu/call-applica...",38
67663683,48,Video Games,0,0,"""I've seen things you people wouldn't believe. White Wolf paying line developers less than other companies paid editorial assistants, WotC selling photocopied TSR modules as new books. I watched 5e truefen pretend to be progressive while worshiping Hasbro. All those moments...""",8
23652794,83,Economy & Jobs,0,0,"Loving the rash of articles asking why voters in America don't realise the economy is doing well. Yeah it's pretty mysterious, do you think it's because ""line go up"" has no effect on their day to day lived reality of grinding to try to make high rents while desperately hoping to avoid medical bills?",19
35237439,12,Climate & Energy,0,0,Geothermal potential reaching new heights with the latest developments by @@4162427 - exciting to see #geothermal technology advancements at this scale which bodes well for #climatemitigation opportunities around the globe fervoenergy.com/fervo-energy... 🔌💡,25
43478502,83,Economy & Jobs,0,0,"Okay but what if your observable reality is the rent gone up from $1350 a month to $2600 a month, groceries up 40%, and you’re making less than you did in 2022? The empirical evidence doesn’t reflect that",30
4972738,50,Poetry & Literature,0,0,"Re: Dorian Gray.

Oscar Wilde famously said that out of all the characters in the novel he was most like Basil Hallward, the love-struck artist who captured Dorian's beauty only to be destroyed by him.

If you know about Oscar's relationship with Bosie, you know how prescient those words were.",20
18869283,50,Poetry & Literature,0,0,"When Albert Einstein met Charlie Chaplin in 1931, Einstein said, ""What I admire most about your art is its universality. You do not say a word, and yet the world understands you."" ""It's true."" Replied Chaplin, ""But your fame is even greater. The world admires you, when no one understands you.""",44
5184252,83,Economy & Jobs,0,0,"WOW! (Sorry, I have been wondering about massive collusion since 2021... the reason why prices went up was simply because corps realized they could blame it on pandemic-era relief, then turn record profits for shareholders.)

What you've shared is validating. And I hope the gov't's on the case.",9
209198148,52,Fitness & Gym,0,0,"Really solid pull day, killed my lats, biceps, and traps. Added 20 pounds to my shrugs so I’m sitting at around 70 pound in each hand as I do them. Trap’s definitely looking big in the last pic :) @@43913 here’s a couple poses you can do to show your back! Or anyone really! :)",34
6035164,20,Birds & Nature,0,1,"A snazzy Golden-naped Tanager pausing for a photo. These birds came be found in the Andean cloud forest from Colombia to Bolivia. They are omnivorous and dine on fruit and insects. 🌿🧪🪶
Bellavista Cloud Forest Reserve, Ecuador",163
44008590,49,Space & Astronomy,0,0,Happy to join bluesky.   First post is to highlight excellent paper led by Dr. Lu Shen using JWST to understand how galaxy bulges form.   Images show where stars form in galaxies (from their Hydrogen emission) compared to the galaxies themselves.  arxiv.org/abs/2310.13745,12
98223985,0,Pets,0,0,this ad copy for an LED dog leash — “More than 80% of customers say fellow dog-lovers stop them on the street to ask about it.” — completely talked me out of wanting one. i want a leash that makes fewer dog lovers stop me on the street. maybe one made of viscous slime or serpents.,11
37860814,73,Writing & Authors,0,0,"It’s almost #NaNoWriMo time! I’m not taking part myself (I’m already locked in to 1,000+ words/day on my next #TheDogSitterDetective 🐶🔍 novel) but every year I post this to encourage those who are. Remember, there is no ‘secret’ or silver bullet. Just write:

antonyjohnston.com/forwriters/j...",9
91168898,78,Higher Education,0,0,"There are things I really hate about my job (low pay, no one here cares about faculty research, private schools are A Whole Thing), but at this point, I'm unwilling to try for a new position while legislators and campus leaders are actively dismantling higher education.",22
167573000,23,Food & Cooking,0,1,"Been working on recipes aimed at making home cooking more accessible to those with low energy / disabilities. 

Air Fryer Salmon and Rice
 
One cup of rice with 1.5 cups of water baked at 300 for 25 minutes, add a thawed salmon fillet to the top seasoned how you like, bake at 400 for 12 minutes. 🍽️",19
72848121,15,Sports,0,0,"BREAKING: Birb (Analyst, FOX) has speculated a Lions victory over Ravens. As of Friday, the Lions are on a 12 loss streak.

Birb is expecting a Lions win on Tuesday to end the third longest loss streak in NFL history.

He has made this swap change and prediction for a Lions win 9 consecutive times.",7
46726057,38,Film Photography,0,0,What a mish-mash of tech. A lens from 1888 made functional again with 3d-printed parts. A camera using design twice as old as it actually is. A shutter made two years ago from the company that's made them like that nearly continuously since 1895. And wireless xsync.,15
230372620,50,Poetry & Literature,0,0,"The dragon, my contemporary, told me that sentences are like magic spells. We compose them for better or worse, and we file them away thinking that they might be of use one day. Let's begin by saying nothing-we'll finish by saying everything.
- Eugéne Savitzkaya, EN VIE, tr. Andrew Colpitts",11
72125845,49,Space & Astronomy,0,0,"A debris object (59022) has been cataloged coming off the Kosmos-2574 satellite (whose low orbit mission is unclear). It separated late on Feb 23. Worth noting, although likely unrelated, is a close pass to the satellite by Kosmos-2575 on Feb 21 around 1500 UTC.",15
20599331,42,Autism & Communication,0,1,"Autistic me will start a sentence with “did you know…”, knowing that what I'm about to share is niche, complex, hard to find, or beyond the interest of someone not like me. 

There’s a 99.9% chance that the person I'm speaking to won’t know (or understand) it.",59
93471440,33,Gardening & Plants,0,0,"spied the years first flame lilies aka gloriosa superba. they’re our national flower, are protected flora and only flower for a month or so each year. besides yellow you see them in shades of red and orange and once I was very lucky to spot a rare white one. 
nature is so fucking cool 🖤",31
11764489,33,Gardening & Plants,0,0,"Found a big patch in a hyper-diverse little area I had been meaning to revisit 🌿

Fun fact about this plant: it is thermogenic, producing its own heat, both to help out the bugs that pollinate it and to melt any snow surrounding it",83
45760629,42,Autism & Communication,0,0,"Ryan Gosling is so autistic coded in Drive

people tell him emotional stuff and he's just like ""oh""

and then he finishes nearly every question with ""do you understand?"" cause he can't read tone or intention well",12
53602478,51,Ancient History,0,0,"1st century painting of Vesta; in a bakery’s Lararium in Pompeii. 

Vesta was a deity of hearth and fire. Cicero viewed her as the Roman equivalent of the Greek goddess Hestia, while Ovid saw her name as coming from the Latin vi stando ‘standing by strength.’

📸Wikipedia Commons
🏺Ancientbluesky",16
70719251,83,Economy & Jobs,0,0,"Sometimes I think about the fact that  in college the Econ Club picked me to speak when former IMF head Camdessus came to campus even though I wasn't super active in the club (to this day IDK why) and I used the opportunity to call him out on what the IMF did to Haiti. 

You can't take me anywhere.",19
8430416,78,Higher Education,0,1,"Political science has learned that, as tough as social science can be, there are certain constants:

1) All politicians want to stay in power;
2) All bureaucracies eventually seek to prolong their existence;
3) @@6812 will wear a tie at all APSA functions.",25
97180426,52,Fitness & Gym,0,0,"Aside from 2022's heart surgery and recovery I rarely post health concerns online. However, the fact I've gained 4 lbs in a month, 6 lbs since 1/1/24, is really concerning, especially as I haven't significantly altered my eating habits or activity levels.",9
69450325,23,Food & Cooking,0,0,"Welcome to another segment of #CookingWithBeaw, where I try to share tips and tricks for dishes I have perfected in my own mind!

Today we tackle Madras curry! A South Indian styled curry with a ton of flavor!",16
74389489,83,Economy & Jobs,0,1,"yes, too many are being left behind! but the lowest have gotten the biggest wage gains, and labor has won numerous wins. this is a way forward! we need to demand additional spending to help those at the bottom, roll back right to work laws like they did in Michigan...",9
68794278,0,Pets,0,0,"He came inside for a rub down before breakfast, then went back out to his house for food. Then he joined Darwin in the yard where they played, then sat on the bench together. I have an outside (very occasionally indoor outdoor) cat! We turned a feral into a fur baby. ❤️ #cat #feral",27
92945136,33,Gardening & Plants,0,0,"Found this little camellia 🌺 next to a beautiful big camellia in my father’s garden. Luckily it had a decent root system of its own and we cut the big root leading off the parent plant.
Now it has a new home in my garden next to the compost bin my father gave me years ago 🌱.",15
44117283,49,Space & Astronomy,0,0,"Clyde Tombaugh's discovery of Pluto was announced OTD in 1930.

Here it is dashing across his photographic plates, alongside an image taken just after closest approach by NASA's New Horizons spacecraft in July 2015. 🧪 🔭

Images: Lowell Observatory/National Geographic (July 1939); NASA/JHUAPL/SwRI",9
50352513,51,Ancient History,0,0,"Had a blast visiting the ultra-verdant ruins of Cockburnspath Tower (🗣️’koe-burnz-path’ for the curious) earlier today. Lovely partially-collapsed tower (C15?) with two ranges (C17-8?) close by. As with a few smallish late med castles in this corner of the world, abutting a steep ravine. 🏺medieval!",17
28147061,49,Space & Astronomy,0,0,"The DES Galaxy Collection: No. 5! 🔭🧪
Name: NGC4216
Category: Galaxy Gang
Distance: ~55 mly away
Constellation: Virgo
Interesting: This edge on spiral has a rich halo, feat. ~700 globular clusters and two stellar streams from two satellite galaxies that are being disrupted/eaten!
📸 DES Legacy",32
32449664,51,Ancient History,0,0,"Advent Calendar of Mortality History 💀🎄- Door 20: A skeleton reclines on the hexagonal bezel of this gold memento mori ring, resting its skull on its hand. The skeleton is surrounded by the words ‘mem’nto mori’ c.1500-1650. Found in Kent (KENT-9117D7) 🗃️ #earlymodern",28
42078185,51,Ancient History,0,0,A cart full of skulls (and some bones) in Pieter Bruegel the Elder's 'The Triumph of Death'. The skeleton riding on the horse carries a hand bell and an hourglass. The skeleton on sat on the cart is playing a hurdy gurdy. 1562-63 🗃️ #earlymodern,22
66649001,10,Music,0,0,One of my favorite songs from Steven Universe: The Movie (and possibly the most underrated one) I always find myself listening to is Let Us Adore You. I'd love to have 3 giant women serenade this to me as I lay comfy in my bed :3,13
6477999,31,Academia & Research,0,,"#JobAlert: Project Curator (Esther Inglis 2024)
- Edinburgh - seeking experienced researcher & communications specialist to deliver an online exhibition & raise awareness through research & engagement outputs on Esther Inglis (1571-1624) #earlymodern 🗃
elxw.fa.em3.oraclecloud.com/hcmUI/Candid...",2
48434644,33,Gardening & Plants,0,,"Yesterday, Youngest and I got to work building the new permaculture garden bed borders.

I cut timber bamboo into variable lengths, they dug shallow trenches and put the new bamboo in ground.

(Photo of tomatoes already in one bed included.)",9
146570181,39,Movies & Film,0,,"Last night, I rewatched Lake Mungo for the first time since I saw it maybe 15 years ago. And let me tell you, this movie is effective! I had full-body goosebumps multiple times. No jump scares, just eerie as fuck. Great storytelling, too. I wish more people made them like this",11
1533034,15,Sports,0,,"FIRST PLAYOFF WIN IN 32 YEARS. January 5, 1992! I was a freshman in high school!

George H.W. Bush - Dubya's father - was president.

It was at the Pontiac Silverdome! The Lions didn't play in the city back then! Silverdome doesn't exist anymore!

YOU DON'T UNDERSTAND WHAT THIS MEANS FOR DETROIT. 😭",27
1868235,52,Fitness & Gym,0,,You could say I exercise religiously because I had a lot of enthusiasm when I got into it and believed it was going to improve my life in a meaningful way but now I mostly keep up with it out of routine and guilt,9
38110659,20,Birds & Nature,0,,"Did you see that??

Another fantabulous #WoodpeckerWednesday! 🤘🤓

Thrilled to see so many cool birds in my timeline this week! 🤩

Thank You For Sharing! 🫵

Wrapping up with my new favorite Ladder-backed male! It's grown on me...like a carbuncle. 📷🪶🌿",68
86667847,20,Birds & Nature,0,,"Our red-shouldered hawks have been working on their nest again—but they're also maintaining a second nest nearby. This isn't uncommon, but it's the first time they're both within sight of each other. I hope they come back for another nesting season. Laying usually starts in about ten days. 

🪶",15
24785982,31,Academia & Research,0,,"Join our inaugural Early Career Researchers Cafe

CNCSI’s Early Career Researcher (ECR) Committee is thrilled to announce our first ECR Café on 30 September, which is meant to help ECRs navigate and understand the world of publishing and public engagement.

cn-csi.com/event/ecr-ca...",5
8387928,33,Gardening & Plants,0,,"A forget me not flower head. They have a yellow circle in the centre of five blue petals.  One of the yellow rings at the top of the corolla has turned white indicating it has been pollinated, now the 🐝 🐝 know that the nectar is gone and won’t waste time looking there! 
#SpeirGorm",22
29039259,42,Autism & Communication,0,,"It matters that when cops shoot someone autistic, it’s reported. Because appx half of the ppl killed by police are disabled

So being Black and autistic is *incredibly* dangerous in their presence. And they don’t stand around wondering whether to shoot ppl who “are autistic” or ppl who “have autism”",29
6024514,20,Birds & Nature,0,,"Happy Superb Owl Sunday!

This great grey owl landed on the corner of my garden fence.😲

I was indoors, quietly having a heart attack, and sliding along the floor on my bum to Get Camera And Not Scare Owl Away So I Can Photograph It Through A Dirty Window.🦉

Note the eye contact. 🦉 was not fooled.😅",314
34733406,20,Birds & Nature,0,,"i was privileged to share a beautiful sunny morning with the ravens of ocean beach in san francisco last october

they spend a lot of time at the trash bins along the long wall – help them extract the best food and they will be sure to follow you on your whole walk

#birds",41
212243645,48,Video Games,0,,May not be helpful to say out loud but even if there were a secret cabal to make games more diverse it would be a good thing lmao. Sometimes it feels like you shouldn't spend energy fighting the conspiratorial nature of chuds but rather the actual text of what they want.,13
159211896,0,Pets,0,,"Meet Teddy!  Our new addition to the family.  He's about 3 years old, the sweetest little man.  He's a little doofy, has some slight permanent neurological symptoms from FIP, but is otherwise a healthy, happy little dude.",8
96059120,38,Film Photography,0,,Just developed a top of HP5 and Eastman 5222 in same tank with some beautiful ID11 1:1 for 10mins - both sets look lovely but vastly different subject matter and cameras.  Very excited to make prints .,12
58240276,11,Books & Reading,0,,"Our 2023 novellas have got it all: Robot nuns, wizarding call centres and houses haunted by their own history! 

IF FOUND RETURN TO HELL @@122752 bit.ly/3Chqnu1 
THE IRON CHILDREN Rebecca Fraimow
 bit.ly/3zsKmEs 
A THEORY OF HAUNTING Sarah Monette (Katherine Addison)
 bit.ly/3XCujz3",7
40609786,15,Sports,0,,"Did a few queries in Cerebro Sports DB on some of the Euroleague players coming into the NBA this year.

Euroleague players with 80+ in Scoring, 80+ in 3pt shooting, 70+ Around the Rim & 70+ in Defensive Impact since 2001.

2022-23 Sasha Vezenkov

Vezenkov's Euroleague season was uniquely great.",6
12514728,23,Food & Cooking,0,,"For lunch I made this Navy Bean Soup, also from Budget Bytes. I saw a comment on the recipe calling it bland, which makes sense with the ingredients list. So I added some dashi stock and extra chicken bouillon and that was all it needed. Super hearty and hot. :3 #RodSharkFood",13
8832164,52,Fitness & Gym,0,,"So this is kinda huge for me.  
I've been struggling with my weight all my life.  Then I got a desk job, then Covid hit.  And I went passed 300 lbs.
Last March I was at 325.

This was this morning.  
I haven't been under 300 since 2018.",6
48111989,39,Movies & Film,0,,"I quote Mrs. White at least once a week: ""–flame, flames, flames?? On the side of my face"" 😂

Absolutely ICONIC movie, god I love Clue. Now I'm gonna have to watch it again ASAP

youtu.be/92IkddsjtAA?...",8
29503857,83,Economy & Jobs,0,,"The consensus forming practically overnight that OF COURSE everyone is mad about the economy because NO ONE CAN BUY A HOUSE is pretty funny. Everyone continually rotates to new explanations as a herd, but the explanations are always treated as having been incredibly obvious all along to everyone.",19
10566456,15,Sports,0,,"Let’s see y’all’s NBA Top 15s

Mine:

1a: MJ
1b: Lebron
3: Kareem
4: Russell
5: Wilt
6: Duncan
7: Shaq
8: Magic
9: Bird
10: Hakeem
11: Kobe
12: Oscar Robertson
13: Curry
14: Jerry West
15: Karl Malone

HM: Stockton, Moses Malone, Elgin Baylor",22
66386409,0,Pets,0,,"I’m in bed. I didn’t sleep well last night, even with the extra hour, so I’ve bailed out tonight. I’ll probably regret this, especially as one dog has refused beddy byes wee wees (and poo poos). Honestly, 3 dogs is like having toddlers.

Except the dogs don’t grow up and ask to borrow money",8
80025729,39,Movies & Film,0,,"Someone asked about the best films about America made by non-Americans and this is what I came up with:

Imitation of Life (1959)
The Best Years of Their Lives (1946)
Double Indemnity (1944)
Fury (1936)
Domino (2005)
Mildred Pierce (1945)
Advise and Consent (1962)
Showgirls (1994)
Greed (1924)",23
102176827,15,Sports,0,,"If you haven’t listened to Ep150 of Deep Left Field yet, featuring newly-elected Canadian Baseball Hall of Famers Ashley Stephenson & Paul Godfrey, I heartily suggest you ought to!

Also check out Ep147 (Jan18) in which I discuss Yariel Rodriguez, who #Bluejays signed today. Otto Lopez was DFA’d.",9
86103938,15,Sports,0,,"COLUMN: Next week, 28 of 29 MLS teams will report to preseason with a head coach installed. And then there's Minnesota United, 97 days post-Adrian Heath's dismissal and no closer to replacing him. 

On an even less inspiring offseason than the ""soft launch"" years.",17
131030426,23,Food & Cooking,0,,"Made tantanmen (Japanese version of dandan noodles) the other night, but vegan and gluten-free. Pretty pleased with myself because it was utterly delicious. Added some Korean mandu from the brand Bibigo since they were on sale. Gonna make this again for sure 🍜",10
22839728,83,Economy & Jobs,0,,“In the past 2 economic quarters... 53 cents out of every $1 of inflationary price increases were due to corporate profits… the report corroborates other studies that have demonstrated that greedflation has played a bigger role in rising consumer expenses than many may think.” @@41329,67
62704622,51,Ancient History,0,,"Refits are the coolest. 

This is a large portion of a salt glazed stoneware crock made by the company TO Goodwin, located in the Hartford, CT area - likely produced in the mid 1800s. Found over three field seasons. There are about 20 other fragments. #Archaeology 🧪🏺",17
51547726,39,Movies & Film,0,,"TEOREMA (1968)
Dir. Pier Paolo Pasolini
Italy
Drama, Mystery, Queer

A handsome and enigmatic stranger arrives at an upstanding wealthy household in Milan and successively seduces the son, the mother, the daughter, the father, and the maid, but as abruptly and mysteriously as he arrived, he departs.",10
77122830,50,Poetry & Literature,0,,"i hope it’s not intruding on your grief here, florence, but having been reminded of dionne brand’s “thought/unthought” grammar (in poetry!) of black existence on that podcast today i want to read this bit alongside keguro drawing inspiration from her thenewinquiry.com/blog/surviva...",11
33544445,38,Film Photography,0,,"Following up from the Winamp thing in a way... A few years ago I was playing around with making fake ads for some of my cameras, so here's one I made for an Olympus XA I no longer own but miss.

The text is based on a quote from the designer of the camera.",11
1947357,11,Books & Reading,0,,"I’m about halfway through my ARC of ‘Spark & Tether’ by  @@706063, and y’all should read it when it comes out: it’s got a sharp, sweet queer romance and fluid, graceful prose, with really interesting soft-science-fiction worldbuilding underpinning it all.

💙📚 🌈📚",27
111665713,23,Food & Cooking,0,,"I made a very beautiful and delicious feast for dinner tonight: beetroot soup, pesto silverbeet and pasta, buttered leeks and wombok, zucchini and pepper cheese frittata :) bonus photo of how beautiful the frittata looked when it came out of the oven",12
100693774,78,Higher Education,0,,"Can we do a connection of what happened at the Grace Hopper conférence to how most of the DEI positions went to white women

And how the failure to talk about that has hampered all real progress in real moderation and resource building for gender representation",25
165384827,38,Film Photography,0,,"Very very thin negative somewhat recovered so that it looks recognizably like what it's a picture of

India (indi.willi)

Very expired (10+ yr) Portra 100, M645

Not sure whether it's underexposure or underdevelopment, I think both. Next time +2 stops exposure and ""forever"" in developer.

🎞📷📸",9
157999263,10,Music,0,,"Ragana’s new full-length, Desolation’s Flower, will be released by The Flenser on October 27th.

Listen to the the title track and pre-order the album on vinyl, cassette, and CD formats.

orcd.co/qdkyq19",9
46726171,38,Film Photography,0,,"Buttercup  Cottage Barn, Philadelphia 2023 

Coffee toned cyanotype on watercolor paper from an 8x10 negative. Seneca Improved View, Astragon 210 4.5, Shanghai GP3. 

#BelieveInFilm #Cyanotype #LargeFormat",23
26691889,31,Academia & Research,0,,"interested in computational science for grad school?  Apply for one of the Stony Brook Institute for Advanced Science graduate fellowships:

iacs.stonybrook.edu/opportunitie...

I'm happy to chat with anyone interested in computational astrophysics

#astro",7
26675455,10,Music,0,,My ambient morning with  Glasbird and ‘Antarctica’ (2023). Hearing the wind in soundtrack echoed by the rustle against me of a coastal blow from the northern hemisphere 😬Very evocative listening overall 😎✅,10
35829005,12,Climate & Energy,0,,"Occasionally, I talk to blue place elite people about climate change. Not a lot of open climate denial, but a ton of fantasia about technology to save us.

They often mean some form of carbon capture, which they don’t understand, at all. 

This type of magic think is way less common among normies.",8
85953062,42,Autism & Communication,0,,"ignore how autistic this is, is there any way to watch a show cut up by plotline? I want a super cut of every mention or furthering of a single plotline in a show. then watch the next supercut. don't really care what show rn",12
17768397,12,Climate & Energy,0,,"2023 Lancet Countdown report out today!
Interested in links between health & climate change? Check it out.
Interested in climate & food security? @@20590 & my indicator on p18, attributes food insecurity to increasing heatwaves & drought
tinyurl.com/2s4xkte9",10
166127896,73,Writing & Authors,0,,Oh no! NaNo is coming soon and I am not in the right mindset for it! So a PSA for those using October to get your ducks in a row for the big event: Take all the time you need after November to revise. You deserve to show your work to best effect.,11
86601814,50,Poetry & Literature,0,,"“You once shone as the morning star among the living,
but now you’re bright like the evening star among the dead.”
 
᾿Αστὴρ πρὶν μὲν ἔλαμπες ἐνὶ ζωοῖσιν ῾Εῷος·
νῦν δὲ θανὼν λάμπεις ῞Εσπερος ἐν φθιμένοις. -Plato",13
87083995,38,Film Photography,0,,"Of course I was thinking about Ishimoto Yasuhiro.

📷: Mamiya RB67, 90mm Sekor C
🎞️: Bergger Pancro
🧪: LegacyPro EcoPro
🪷: Procatavola Key Lime Stars
(Epicattleya Lime Sherbet x Brassavola nodosa) — an orchid",16
112836761,0,Pets,0,,"1) Only child but I’m mostly housebound. He’s rarely alone and thinks I’m a cat I think

2) indoor only! 

3) both 

4) 4 small meals. First 3 are kibble, half a can of wet food at night

5) usually twice, and he often uses his litter box when I use the toilet

6) scoop every night/change weekly",9
50068523,49,Space & Astronomy,0,,"Seeing the universe beyond visible light allows to discover previously unseen features, like the large asteroid belt forming around the star Fomalhaut. 

Here we are seeing it in infrared (light orange), micro (dark orange), and visible (blue).
More here:
unbound.com/books/invisi...",8
90240622,12,Climate & Energy,0,,"What I learned from following a lot of organisations that are ""commited"" to climate, sustainability & circular economy.

1 thing they ALL have in common: 
None of them are investing in their websites & setting an example for lowering the carbon footprint or looking for a better hosting alternative..",9
94513388,10,Music,0,,"In the song ""Old-Time Rock and Roll,"" does he have a particular era in mind? Or is it a pure projection screen for the listener? Am I supposed to take out my lighter and sway as I think about ""Black Hole Sun""?",12
1670213,11,Books & Reading,0,,"DELILAH GREEN DOESN'T CARE (2022) is one of our all-time favorite books! This is another example of a fluffy, safe queer novel.

We rated this 2/10 soft, velvety violets! [This means it's SAFE, POSITIVE, & PAIN-FREE!]

Check out our review:

#BookBlogger 🌈📚 #BlogPost",6
877628,83,Economy & Jobs,0,,"We have reached a point where the only thing companies seek to produce is a higher stock price, because somehow that's much more valuable than actually making things or providing useful services.

They essentially hotwired the economy and drove it to a chop shop.",929
9555534,50,Poetry & Literature,0,,"“and they will say also that our politics was no more than an apparatus to accommodate the feelings of the heart, and that the heart, in those days, was small, and hard, and full of meanness.”

- Mary Oliver",9
1955705,39,Movies & Film,0,,"A movie no one ever talks about - it might not even be THAT good - but you still love it. filmsky 📽️🎬

Star Wars (1977)
fun Hidden Fortress remake with a scifi twist made by a still green George Lucas (his 3rd movie) A lesser Alec Guiness vehicle but Peter Cushing is great in this piece of 70s pulp",719
